Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Discounts ($),Promotions & others ($),Unrounded subtotal ($),Subtotal ($),Percent change in subtotal compared to previous period
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Frankfurt to EMEA,FA90-C77A-09A3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Madrid,FB07-5F6E-6F87,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Montreal,FB34-2716-3F76,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sao Paulo to Las Vegas,FBF7-53B0-3892,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Toronto to Toronto,FC13-8D69-5283,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Montreal to Japan,FC33-014A-BD7F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Netherlands to Japan,FC53-7DA4-4FBF,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Hong Kong to Hong Kong,FCC3-9CC4-4E14,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Warsaw,FD76-9B2E-156E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Singapore,FD99-2853-868C,0.123,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sao Paulo to Japan,FE1B-F0EA-42E7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Salt Lake City,FF4D-10B8-52D3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Vertex AI Search,74B1-77CF-C302,Vertex AI Search: Search API Request Count - LLM Add-on,151B-D7A2-B5B5,10,count,0.04,-0.00,0.00,-0.04,0.000000,0.00,0%
Vertex AI Search,74B1-77CF-C302,Vertex AI Search: Search API Request Count - Enterprise,93D6-7280-CF05,18,count,0.07,-0.01,0.00,-0.06,0.000000,0.00,0%
Vertex AI Search,74B1-77CF-C302,Vertex AI Search: Grounded Generation,C42C-2852-B25D,1,count,0.00,-0.00,0.00,-0.00,0.000000,0.00,0%
Certificate Manager,7766-403C-6D6E,Certificates usage,F08F-F1CD-3492,4.829,month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Build,8B5D-EF7D-EB12,Build time e2-standard-2,A464-9020-6404,950.7,minutes of build time,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Storage,95FF-2EF5-5EA1,Standard Storage Tokyo,1845-1496-2891,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Americas to Finland,13EA-07C9-BE0C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Americas to Americas,8524-4DD5-9D67,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud SQL,9662-B51E-5089,Network Data Transfer to Google Services from Americas to Americas,85F4-8AFC-FF68,3.415,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Americas to London,A064-C398-CA09,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud SQL,9662-B51E-5089,Network Inter Zone Data Transfer Out in Americas,D32E-3B98-00B6,12.922,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Subscriptions retained acknowledged messages,3C0B-A83B-E6EE,0.001,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Intra-region data delivery,460A-7826-0471,138.186,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Internet data delivery from Asia Pacific to EMEA,7F65-3D97-E73D,0,gibibyte,0.00,-0.00,0.00,0.00,0.000000,0.00,0%
Invoice,A656-35D2-EF7F,Contract billing adjustment,A9A8-879F-CB2C,"9,269.193",count,9150.51,0.00,0.00,-9150.51,0.000000,0.00,0%
Cloud Bigtable,C3BE-24A5-0975,Server Node,04F7-CAFF-B2CA,"22,642.271",hour,14717.43,-1618.93,-13098.50,0.00,0.000000,0.00,-100%
Cloud Bigtable,C3BE-24A5-0975,Network traffic within United States for replication.,67DB-A70E-72EE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Source Repository,CAE2-A537-4A95,Storage,978B-7150-4C95,0.696,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Spanner,CC63-0873-48FD,Network Intra-region Cross-Zone Data Transfer Out,70FD-9F1E-D764,"3,295.666",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Spanner,CC63-0873-48FD,Server Node for Regional Configuration (United States),A3A9-2FC6-2AA5,"12,282.466",hour,11054.22,-1215.97,-9838.25,0.00,0.000000,0.00,-100%
BigQuery Storage API,DCC9-8DB9-673F,BigQuery Storage API - Read Anonymous Bytes Scanned,242C-E02F-1FC9,0.01,tebibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Day0 (Alabama) (us-east7),0287-FB56-BE0C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Warsaw (europe-central2),02C8-21E2-39BB,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Las Vegas (us-west4),074D-C2E7-91D8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Madrid (europe-southwest1),110D-39D2-6477,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Network Private Service Connect Google Managed Service GKE Consumer Data Processing Primary,11AD-2790-7C4B,"5,101.072",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Taiwan (asia-east1),1323-93F5-4A9B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Seoul (asia-northeast3),147E-ED36-67D1,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Dallas (us-south1),1717-C91F-D029,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Singapore (asia-southeast1),17FF-00DE-2217,0,gibibyte,0.00,-0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Mexico (northamerica-south1),1B54-A550-C825,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Zurich (europe-west6),1D71-8CF2-1494,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Oregon (us-west1),2998-2185-EA3D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Day0 (Alabama) (us-east7),2E16-CE84-5092,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Madrid (europe-southwest1),32B2-9911-11DC,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Netherlands (europe-west4),32B4-56D3-0953,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Taiwan (asia-east1),350D-BEA3-0664,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Seoul (asia-northeast3),3C98-FAA0-7935,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Finland (europe-north1),3DAD-2366-1337,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Tel Aviv (me-west1),3E6D-CD63-D003,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Finland (europe-north1),42C9-04D5-B1E5,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Sydney (australia-southeast1),4CA7-81FE-92B2,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for São Paulo (southamerica-east1),4DF1-43E6-7CFE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Santiago (southamerica-west1),4EB4-EDED-BC64,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Hong Kong (asia-east2),4ED2-C329-7BB8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Networking Service Directory Integrated Resource,50F4-D7E5-3682,137.929,month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Warsaw (europe-central2),5242-5967-C891,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Zurich (europe-west6),5275-C7DF-707B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Berlin (europe-west10),5419-A04B-4A99,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Paris (europe-west9),5494-2FF9-C816,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Osaka (asia-northeast2),6079-F53B-80AB,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Frankfurt (europe-west3),60B5-0FFC-DFA0,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Johannesburg (africa-south1),63FE-DC58-DF68,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Turin (europe-west12),65D4-2C5C-7D6E,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Dallas (us-south1),667D-D096-6F9F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Networking Private Service Connect Partner Select End Point,6882-BFB0-B7E5,"38,450.022",hour,384.49,-42.30,-342.20,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Northern Virginia (us-east4),691C-F431-F86A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for South Carolina (us-east1),6A71-CA15-8BAD,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Dammam (me-central2),6B7D-4095-81E2,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Santiago (southamerica-west1),6F69-AD9C-CB5C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Stockholm (europe-north2),6FA2-8CB2-26F5,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Sydney (australia-southeast1),7153-D75A-B5F2,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Las Vegas (us-west4),7F37-1193-D43D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Jakarta (asia-southeast2),80D1-D13A-D3A1,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Tokyo (asia-northeast1),86C9-AD43-1809,0.004,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Belgium (europe-west1),8AE2-BE75-D426,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Tel Aviv (me-west1),8BFB-881C-3E27,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Mexico (northamerica-south1),8CE6-9E7B-FA13,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Montréal (northamerica-northeast1),8D8D-CE34-BA5A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for London (europe-west2),8E85-84A5-943D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Mumbai (asia-south1),91CC-DEC4-4AC7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Mumbai (asia-south1),91F1-423B-CF42,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,"254,333",count,279.77,-30.77,-248.99,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Turin (europe-west12),9DB8-72ED-AF1D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Stockholm (europe-north2),A090-2429-7528,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Phoenix (us-west8),A55A-C7DD-DC41,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Frankfurt (europe-west3),A7C2-BF54-1B4B,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Toronto (northamerica-northeast2),B5C2-A60D-E1CC,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,"254,403",count,203.52,-22.39,-181.13,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for London (europe-west2),C44D-AEFB-B6E6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Milan (europe-west8),C885-1B3A-BF6C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for São Paulo (southamerica-east1),C955-1B6C-2CDA,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Dammam (me-central2),CBC0-65CF-FEB7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Hong Kong (asia-east2),CBD3-34A1-6420,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Phoenix (us-west8),D2FE-8D62-454D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Delhi (asia-south2),D584-C594-2CF3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Berlin (europe-west10),D597-998F-F275,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,"254,319",count,279.75,-30.77,-248.98,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Montréal (northamerica-northeast1),DB4F-753D-9167,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Jakarta (asia-southeast2),DD50-16EE-0516,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Oregon (us-west1),E044-80F9-D0C3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Los Angeles (us-west2),E338-9D01-3876,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for South Carolina (us-east1),E43F-E132-4694,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Paris (europe-west9),E894-0D37-FC03,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Los Angeles (us-west2),EB9B-C1F8-68CB,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Delhi (asia-south2),EDC5-54F7-F517,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Osaka (asia-northeast2),EE27-0570-9D74,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Netherlands (europe-west4),EEF0-812C-FB62,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Johannesburg (africa-south1),F232-E90A-C200,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Toronto (northamerica-northeast2),F468-ACDC-268D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Milan (europe-west8),FB1D-9D05-283B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Northern Virginia (us-east4),FDFC-D3EF-B0A1,0.001,gibibyte,0.00,0.00,0.00,-0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Out Bandwidth,37F0-8E44-4CAA,0.066,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Cloud Firestore Small Ops,6949-BBE8-AD90,900,count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Cloud Firestore Storage Japan,725E-AC6D-1DF2,0.008,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Out Bandwidth Japan,93B0-477F-A22B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Frontend Instances Japan,A5BD-69A4-8428,7.312,hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Cloud Firestore Internet Data Transfer Out from the Americas to APAC,BA26-D5A1-A4F5,0.003,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Cloud Firestore Entity Deletes,E2D4-11D8-16C0,"2,152",count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Frontend Instances,E2EB-F679-D108,738.99,hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Out Bandwidth Los Angeles,F5AE-525C-65E1,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,Frontend Instances Los Angeles,FA67-3B59-B4AD,58.502,hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
App Engine,F17B-412E-CB64,GCS Storage,FAE9-ADDD-96F6,0.001,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Americas,93F4-2190-D5EF,83.552,gibibyte,0.00,0.00,0.00,-0.00,-0.000002,-0.00,0%
